bigg_id	mnx_id	smiles	formula	charge
oh1	MNXM02	[H][O-]	HO	-1.0
biggM:M_oh1	MNXM02	[H][O-]	HO	-1.0
biggM:oh1	MNXM02	[H][O-]	HO	-1.0
h	MNXM1	[H+]	H	1.0
biggM:M_h	MNXM1	[H+]	H	1.0
biggM:h	MNXM1	[H+]	H	1.0
nadh	MNXM10	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	C21H27N7O14P2	-2.0
biggM:M_nadh	MNXM10	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	C21H27N7O14P2	-2.0
biggM:nadh	MNXM10	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	C21H27N7O14P2	-2.0
grdp	MNXM100	CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	C10H17O7P2	-3.0
biggM:M_grdp	MNXM100	CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	C10H17O7P2	-3.0
biggM:grdp	MNXM100	CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	C10H17O7P2	-3.0
mercplaccys	MNXM10053	N[C@@H](CSSCC(O)C(=O)O)C(=O)O	C6H11NO5S2	0.0
biggM:M_mercplaccys	MNXM10053	N[C@@H](CSSCC(O)C(=O)O)C(=O)O	C6H11NO5S2	0.0
biggM:mercplaccys	MNXM10053	N[C@@H](CSSCC(O)C(=O)O)C(=O)O	C6H11NO5S2	0.0
CE2176	MNXM10073	COC1=C(O)C=CC(C[C@H]([NH3+])C(=O)[O-])=C1	C10H13NO4	0.0
biggM:CE2176	MNXM10073	COC1=C(O)C=CC(C[C@H]([NH3+])C(=O)[O-])=C1	C10H13NO4	0.0
biggM:M_CE2176	MNXM10073	COC1=C(O)C=CC(C[C@H]([NH3+])C(=O)[O-])=C1	C10H13NO4	0.0
12dgr_SC	MNXM1012	null	null	null
biggM:12dgr_SC	MNXM1012	null	null	null
biggM:M_12dgr_SC	MNXM1012	null	null	null
triodthy	MNXM1013	[NH3+][C@@H](CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1)C(=O)[O-]	C15H12I3NO4	0.0
biggM:M_triodthy	MNXM1013	[NH3+][C@@H](CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1)C(=O)[O-]	C15H12I3NO4	0.0
biggM:triodthy	MNXM1013	[NH3+][C@@H](CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1)C(=O)[O-]	C15H12I3NO4	0.0
4hdebrisoquine	MNXM10135	N=C(N)N1CC2=C(C=CC=C2)C(O)C1	C10H13N3O	0.0
biggM:4hdebrisoquine	MNXM10135	N=C(N)N1CC2=C(C=CC=C2)C(O)C1	C10H13N3O	0.0
biggM:M_4hdebrisoquine	MNXM10135	N=C(N)N1CC2=C(C=CC=C2)C(O)C1	C10H13N3O	0.0
4mtolbutamide	MNXM10136	CCCCNC(=O)NS(=O)(=O)C1=CC=C(CO)C=C1	C12H18N2O4S	0.0
biggM:4mtolbutamide	MNXM10136	CCCCNC(=O)NS(=O)(=O)C1=CC=C(CO)C=C1	C12H18N2O4S	0.0
biggM:M_4mtolbutamide	MNXM10136	CCCCNC(=O)NS(=O)(=O)C1=CC=C(CO)C=C1	C12H18N2O4S	0.0
CN0010	MNXM10149	OC1=C(O)C2=CC3=C(C=CC=C3)C3=CC=C4C=CC=C1C4=C23	C20H12O2	0.0
biggM:CN0010	MNXM10149	OC1=C(O)C2=CC3=C(C=CC=C3)C3=CC=C4C=CC=C1C4=C23	C20H12O2	0.0
biggM:M_CN0010	MNXM10149	OC1=C(O)C2=CC3=C(C=CC=C3)C3=CC=C4C=CC=C1C4=C23	C20H12O2	0.0
btal	MNXM1017	CCCC=O	C4H8O	0.0
biggM:M_btal	MNXM1017	CCCC=O	C4H8O	0.0
biggM:btal	MNXM1017	CCCC=O	C4H8O	0.0
abt__D	MNXM1018	OC[C@@H](O)C(O)[C@H](O)CO	C5H12O5	0.0
biggM:M_abt__D	MNXM1018	OC[C@@H](O)C(O)[C@H](O)CO	C5H12O5	0.0
biggM:abt__D	MNXM1018	OC[C@@H](O)C(O)[C@H](O)CO	C5H12O5	0.0
dtbt	MNXM1020	C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)[O-]	C10H17N2O3	-1.0
biggM:M_dtbt	MNXM1020	C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)[O-]	C10H17N2O3	-1.0
biggM:dtbt	MNXM1020	C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)[O-]	C10H17N2O3	-1.0
glutar	MNXM1021	O=C([O-])CCCC(=O)[O-]	C5H6O4	-2.0
biggM:M_glutar	MNXM1021	O=C([O-])CCCC(=O)[O-]	C5H6O4	-2.0
biggM:glutar	MNXM1021	O=C([O-])CCCC(=O)[O-]	C5H6O4	-2.0
CE2153	MNXM102111	OC1=CC=C2NC3=C(CCNC3)C2=C1	C11H12N2O	0.0
biggM:CE2153	MNXM102111	OC1=CC=C2NC3=C(CCNC3)C2=C1	C11H12N2O	0.0
biggM:M_CE2153	MNXM102111	OC1=CC=C2NC3=C(CCNC3)C2=C1	C11H12N2O	0.0
lpam	MNXM1024	NC(=O)CCCC[C@@H]1CCSS1	C8H15NOS2	0.0
biggM:M_lpam	MNXM1024	NC(=O)CCCC[C@@H]1CCSS1	C8H15NOS2	0.0
biggM:lpam	MNXM1024	NC(=O)CCCC[C@@H]1CCSS1	C8H15NOS2	0.0
5homeprazole	MNXM10267	COC1=CC2=C(C=C1)NC(S(=O)CC1=NC=C(CO)C(OC)=C1C)=N2	C17H19N3O4S	0.0
biggM:5homeprazole	MNXM10267	COC1=CC2=C(C=C1)NC(S(=O)CC1=NC=C(CO)C(OC)=C1C)=N2	C17H19N3O4S	0.0
biggM:M_5homeprazole	MNXM10267	COC1=CC2=C(C=C1)NC(S(=O)CC1=NC=C(CO)C(OC)=C1C)=N2	C17H19N3O4S	0.0
tartr__M	MNXM1031	O=C([O-])[C@@H](O)[C@@H](O)C(=O)[O-]	C4H4O6	-2.0
biggM:M_tartr__M	MNXM1031	O=C([O-])[C@@H](O)[C@@H](O)C(=O)[O-]	C4H4O6	-2.0
biggM:tartr__M	MNXM1031	O=C([O-])[C@@H](O)[C@@H](O)C(=O)[O-]	C4H4O6	-2.0
5g2oxpt	MNXM1037	NC(=[NH2+])NCCCC(=O)C(=O)[O-]	C6H11N3O3	0.0
biggM:5g2oxpt	MNXM1037	NC(=[NH2+])NCCCC(=O)C(=O)[O-]	C6H11N3O3	0.0
biggM:M_5g2oxpt	MNXM1037	NC(=[NH2+])NCCCC(=O)C(=O)[O-]	C6H11N3O3	0.0
uchol	MNXM10417	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	C24H39O5	-1.0
biggM:M_uchol	MNXM10417	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	C24H39O5	-1.0
biggM:uchol	MNXM10417	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	C24H39O5	-1.0
dca	MNXM1043	CCCCCCCCCC(=O)[O-]	C10H19O2	-1.0
biggM:M_dca	MNXM1043	CCCCCCCCCC(=O)[O-]	C10H19O2	-1.0
biggM:dca	MNXM1043	CCCCCCCCCC(=O)[O-]	C10H19O2	-1.0
mana	MNXM1045	O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	C6H11O7	-1.0
biggM:M_mana	MNXM1045	O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	C6H11O7	-1.0
biggM:mana	MNXM1045	O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	C6H11O7	-1.0
CN0011	MNXM10462	OC1=C(O)C2=C(C=C1)C=C1C=CC3=CC=CC4=CC=C2C1=C34	C20H12O2	0.0
biggM:CN0011	MNXM10462	OC1=C(O)C2=C(C=C1)C=C1C=CC3=CC=CC4=CC=C2C1=C34	C20H12O2	0.0
biggM:M_CN0011	MNXM10462	OC1=C(O)C2=C(C=C1)C=C1C=CC3=CC=CC4=CC=C2C1=C34	C20H12O2	0.0
gcarote	MNXM1048	CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C	C40H56	0.0
biggM:M_gcarote	MNXM1048	CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C	C40H56	0.0
biggM:gcarote	MNXM1048	CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C	C40H56	0.0
5hoxindact	MNXM1057	O=CCC1=CNC2=CC=C(O)C=C12	C10H9NO2	0.0
biggM:5hoxindact	MNXM1057	O=CCC1=CNC2=CC=C(O)C=C12	C10H9NO2	0.0
biggM:M_5hoxindact	MNXM1057	O=CCC1=CNC2=CC=C(O)C=C12	C10H9NO2	0.0
Ac1PIM4	MNXM10580	null	null	null
biggM:Ac1PIM4	MNXM10580	null	null	null
biggM:M_Ac1PIM4	MNXM10580	null	null	null
acg5sa	MNXM1062	CC(=O)N[C@@H](CCC=O)C(=O)[O-]	C7H10NO4	-1.0
biggM:M_acg5sa	MNXM1062	CC(=O)N[C@@H](CCC=O)C(=O)[O-]	C7H10NO4	-1.0
biggM:acg5sa	MNXM1062	CC(=O)N[C@@H](CCC=O)C(=O)[O-]	C7H10NO4	-1.0
CE2957	MNXM10629	CC(/C=C/C1=C(CO)CCCC1(C)C)=C\C=C\C(C)=C\C(=O)[O-]	C20H27O3	-1.0
biggM:CE2957	MNXM10629	CC(/C=C/C1=C(CO)CCCC1(C)C)=C\C=C\C(C)=C\C(=O)[O-]	C20H27O3	-1.0
biggM:M_CE2957	MNXM10629	CC(/C=C/C1=C(CO)CCCC1(C)C)=C\C=C\C(C)=C\C(=O)[O-]	C20H27O3	-1.0
3mcat	MNXM1064	CC1=CC=CC(O)=C1O	C7H8O2	0.0
biggM:3mcat	MNXM1064	CC1=CC=CC(O)=C1O	C7H8O2	0.0
biggM:M_3mcat	MNXM1064	CC1=CC=CC(O)=C1O	C7H8O2	0.0
g1m8mpdol_U	MNXM10654	null	null	null
biggM:M_g1m8mpdol_U	MNXM10654	null	null	null
biggM:g1m8mpdol_U	MNXM10654	null	null	null
m1ocdca	MNXM106625	CCCCCCCCCCCCCCCCCC(=O)OC	C19H38O2	0.0
biggM:M_m1ocdca	MNXM106625	CCCCCCCCCCCCCCCCCC(=O)OC	C19H38O2	0.0
biggM:m1ocdca	MNXM106625	CCCCCCCCCCCCCCCCCC(=O)OC	C19H38O2	0.0
avite2	MNXM10684	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1	C29H44O2	0.0
biggM:M_avite2	MNXM10684	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1	C29H44O2	0.0
biggM:avite2	MNXM10684	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1	C29H44O2	0.0
no2	MNXM107	O=N[O-]	NO2	-1.0
biggM:M_no2	MNXM107	O=N[O-]	NO2	-1.0
biggM:no2	MNXM107	O=N[O-]	NO2	-1.0
CE2615	MNXM107082	CC1=CN=C2C=CC3=C(N=C(NO)N3C)C2=N1	C11H11N5O	0.0
biggM:CE2615	MNXM107082	CC1=CN=C2C=CC3=C(N=C(NO)N3C)C2=N1	C11H11N5O	0.0
biggM:M_CE2615	MNXM107082	CC1=CN=C2C=CC3=C(N=C(NO)N3C)C2=N1	C11H11N5O	0.0
antipyrene	MNXM10720	CC1=CC(=O)N(C2=CC=CC=C2)N1C	C11H12N2O	0.0
biggM:M_antipyrene	MNXM10720	CC1=CC(=O)N(C2=CC=CC=C2)N1C	C11H12N2O	0.0
biggM:antipyrene	MNXM10720	CC1=CC(=O)N(C2=CC=CC=C2)N1C	C11H12N2O	0.0
apofetn	MNXM10729	null	null	null
biggM:M_apofetn	MNXM10729	null	null	null
biggM:apofetn	MNXM10729	null	null	null
arabinanagalfragund	MNXM10733	null	null	null
biggM:M_arabinanagalfragund	MNXM10733	null	null	null
biggM:arabinanagalfragund	MNXM10733	null	null	null
oleth	MNXM107386	CCCCCCCC/C=C\CCCCCCCC(=O)NCCO	C20H39NO2	0.0
biggM:M_oleth	MNXM107386	CCCCCCCC/C=C\CCCCCCCC(=O)NCCO	C20H39NO2	0.0
biggM:oleth	MNXM107386	CCCCCCCC/C=C\CCCCCCCC(=O)NCCO	C20H39NO2	0.0
4hba	MNXM107505	OCC1=CC=C(O)C=C1	C7H8O2	0.0
biggM:4hba	MNXM107505	OCC1=CC=C(O)C=C1	C7H8O2	0.0
biggM:M_4hba	MNXM107505	OCC1=CC=C(O)C=C1	C7H8O2	0.0
hexdeceeth	MNXM107548	CCCCCCCCCCCCCCCC(=O)NCCO	C18H37NO2	0.0
pmeth	MNXM107548	CCCCCCCCCCCCCCCC(=O)NCCO	C18H37NO2	0.0
biggM:M_hexdeceeth	MNXM107548	CCCCCCCCCCCCCCCC(=O)NCCO	C18H37NO2	0.0
biggM:M_pmeth	MNXM107548	CCCCCCCCCCCCCCCC(=O)NCCO	C18H37NO2	0.0
biggM:hexdeceeth	MNXM107548	CCCCCCCCCCCCCCCC(=O)NCCO	C18H37NO2	0.0
biggM:pmeth	MNXM107548	CCCCCCCCCCCCCCCC(=O)NCCO	C18H37NO2	0.0
PIM2	MNXM107973	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O[C@@H]1[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCC(C)CCCCCCCC	C56H105O23P	0.0
biggM:M_PIM2	MNXM107973	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O[C@@H]1[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCC(C)CCCCCCCC	C56H105O23P	0.0
biggM:PIM2	MNXM107973	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O[C@@H]1[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCC(C)CCCCCCCC	C56H105O23P	0.0
hdca	MNXM108	CCCCCCCCCCCCCCCC(=O)[O-]	C16H31O2	-1.0
biggM:M_hdca	MNXM108	CCCCCCCCCCCCCCCC(=O)[O-]	C16H31O2	-1.0
biggM:hdca	MNXM108	CCCCCCCCCCCCCCCC(=O)[O-]	C16H31O2	-1.0
mbdg	MNXM10816	null	null	null
biggM:M_mbdg	MNXM10816	null	null	null
biggM:mbdg	MNXM10816	null	null	null
cca_d3	MNXM10864	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC(=O)[O-])CC[C@@H]23)C[C@@H](O)C[C@@H]1O	C23H33O4	-1.0
biggM:M_cca_d3	MNXM10864	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC(=O)[O-])CC[C@@H]23)C[C@@H](O)C[C@@H]1O	C23H33O4	-1.0
biggM:cca_d3	MNXM10864	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC(=O)[O-])CC[C@@H]23)C[C@@H](O)C[C@@H]1O	C23H33O4	-1.0
oxur	MNXM1088	NC(=O)NC(=O)C(=O)[O-]	C3H3N2O4	-1.0
biggM:M_oxur	MNXM1088	NC(=O)NC(=O)C(=O)[O-]	C3H3N2O4	-1.0
biggM:oxur	MNXM1088	NC(=O)NC(=O)C(=O)[O-]	C3H3N2O4	-1.0
clpn160190	MNXM10889	null	null	null
biggM:M_clpn160190	MNXM10889	null	null	null
biggM:clpn160190	MNXM10889	null	null	null
CE5101	MNXM1089002	[*]C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H]1O)OC([*])=O	C11H15O16P2*2	-3.0
biggM:CE5101	MNXM1089002	[*]C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H]1O)OC([*])=O	C11H15O16P2*2	-3.0
biggM:M_CE5101	MNXM1089002	[*]C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H]1O)OC([*])=O	C11H15O16P2*2	-3.0
HC02050	MNXM1089003	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	C5H7O8P*2	0.0
biggM:HC02050	MNXM1089003	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	C5H7O8P*2	0.0
biggM:M_HC02050	MNXM1089003	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	C5H7O8P*2	0.0
HC02051	MNXM1089004	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	C5H7O8P*2	0.0
biggM:HC02051	MNXM1089004	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	C5H7O8P*2	0.0
biggM:M_HC02051	MNXM1089004	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	C5H7O8P*2	0.0
HC02054	MNXM1089005	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	C5H7O8P*2	0.0
biggM:HC02054	MNXM1089005	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	C5H7O8P*2	0.0
biggM:M_HC02054	MNXM1089005	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	C5H7O8P*2	0.0
HC02056	MNXM1089006	[*]C(=O)OCC(CO)OC([*])=O	C5H6O5*2	0.0
biggM:HC02056	MNXM1089006	[*]C(=O)OCC(CO)OC([*])=O	C5H6O5*2	0.0
biggM:M_HC02056	MNXM1089006	[*]C(=O)OCC(CO)OC([*])=O	C5H6O5*2	0.0
HC02057	MNXM1089007	[*]C(=O)OCC(CO)OC([*])=O	C5H6O5*2	0.0
biggM:HC02057	MNXM1089007	[*]C(=O)OCC(CO)OC([*])=O	C5H6O5*2	0.0
biggM:M_HC02057	MNXM1089007	[*]C(=O)OCC(CO)OC([*])=O	C5H6O5*2	0.0
HC02060	MNXM1089008	[*]C(=O)OCC(CO)OC([*])=O	C5H6O5*2	0.0
biggM:HC02060	MNXM1089008	[*]C(=O)OCC(CO)OC([*])=O	C5H6O5*2	0.0
biggM:M_HC02060	MNXM1089008	[*]C(=O)OCC(CO)OC([*])=O	C5H6O5*2	0.0
HC02070	MNXM1089009	[*]C(=O)O	CHO2*	0.0
biggM:HC02070	MNXM1089009	[*]C(=O)O	CHO2*	0.0
biggM:M_HC02070	MNXM1089009	[*]C(=O)O	CHO2*	0.0
HC02076	MNXM1089010	[*]C(=O)OCC(O)CO	C4H7O4*	0.0
biggM:HC02076	MNXM1089010	[*]C(=O)OCC(O)CO	C4H7O4*	0.0
biggM:M_HC02076	MNXM1089010	[*]C(=O)OCC(O)CO	C4H7O4*	0.0
M00213	MNXM1089011	[*]NC(=O)[C@H](CCCCNC)NC([*])=O	C8H15N3O2*2	0.0
biggM:M00213	MNXM1089011	[*]NC(=O)[C@H](CCCCNC)NC([*])=O	C8H15N3O2*2	0.0
biggM:M_M00213	MNXM1089011	[*]NC(=O)[C@H](CCCCNC)NC([*])=O	C8H15N3O2*2	0.0
M00234	MNXM1089012	[*]C(=O)OCC(CO)OC([*])=O	C5H6O5*2	0.0
biggM:M00234	MNXM1089012	[*]C(=O)OCC(CO)OC([*])=O	C5H6O5*2	0.0
biggM:M_M00234	MNXM1089012	[*]C(=O)OCC(CO)OC([*])=O	C5H6O5*2	0.0
M00503	MNXM1089013	[*]C(=O)OCC(O)CO	C4H7O4*	0.0
biggM:M00503	MNXM1089013	[*]C(=O)OCC(O)CO	C4H7O4*	0.0
biggM:M_M00503	MNXM1089013	[*]C(=O)OCC(O)CO	C4H7O4*	0.0
M00510	MNXM1089014	[*]C(=O)OCC(O)CO	C4H7O4*	0.0
biggM:M00510	MNXM1089014	[*]C(=O)OCC(O)CO	C4H7O4*	0.0
biggM:M_M00510	MNXM1089014	[*]C(=O)OCC(O)CO	C4H7O4*	0.0
M01820	MNXM1089015	[*]C(=O)O	CHO2*	0.0
biggM:M01820	MNXM1089015	[*]C(=O)O	CHO2*	0.0
biggM:M_M01820	MNXM1089015	[*]C(=O)O	CHO2*	0.0
M02195	MNXM1089016	[*]C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC	C51H89N2O27*	0.0
biggM:M02195	MNXM1089016	[*]C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC	C51H89N2O27*	0.0
biggM:M_M02195	MNXM1089016	[*]C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC	C51H89N2O27*	0.0
M02683	MNXM1089017	[*]C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC	C45H79N2O23*	0.0
biggM:M02683	MNXM1089017	[*]C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC	C45H79N2O23*	0.0
biggM:M_M02683	MNXM1089017	[*]C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC	C45H79N2O23*	0.0
M02686	MNXM1089018	[*]C(=O)OCC(COP(=O)(O)OCCNC)OC([*])=O	C8H14NO8P*2	0.0
biggM:M02686	MNXM1089018	[*]C(=O)OCC(COP(=O)(O)OCCNC)OC([*])=O	C8H14NO8P*2	0.0
biggM:M_M02686	MNXM1089018	[*]C(=O)OCC(COP(=O)(O)OCCNC)OC([*])=O	C8H14NO8P*2	0.0
M02758	MNXM1089019	[*]C(=O)OCC(COP(=O)(O)OCCN(C)C)OC([*])=O	C9H16NO8P*2	0.0
biggM:M02758	MNXM1089019	[*]C(=O)OCC(COP(=O)(O)OCCN(C)C)OC([*])=O	C9H16NO8P*2	0.0
biggM:M_M02758	MNXM1089019	[*]C(=O)OCC(COP(=O)(O)OCCN(C)C)OC([*])=O	C9H16NO8P*2	0.0
M02956	MNXM1089020	[*]C(=O)OCC(COC([*])=O)OC([*])=O	C6H5O6*3	0.0
biggM:M02956	MNXM1089020	[*]C(=O)OCC(COC([*])=O)OC([*])=O	C6H5O6*3	0.0
biggM:M_M02956	MNXM1089020	[*]C(=O)OCC(COC([*])=O)OC([*])=O	C6H5O6*3	0.0
Stmyn	MNXM1091	C[NH2+][C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(N)=[NH2+])[C@@H](O)[C@@H]3NC(N)=[NH2+])O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O	C21H42N7O12	3.0
biggM:M_Stmyn	MNXM1091	C[NH2+][C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(N)=[NH2+])[C@@H](O)[C@@H]3NC(N)=[NH2+])O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O	C21H42N7O12	3.0
biggM:Stmyn	MNXM1091	C[NH2+][C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(N)=[NH2+])[C@@H](O)[C@@H]3NC(N)=[NH2+])O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O	C21H42N7O12	3.0
10m3ouACP	MNXM1091487	null	null	null
biggM:10m3ouACP	MNXM1091487	null	null	null
biggM:M_10m3ouACP	MNXM1091487	null	null	null
10m3uACP	MNXM1091488	null	null	null
biggM:10m3uACP	MNXM1091488	null	null	null
biggM:M_10m3uACP	MNXM1091488	null	null	null
10mdACP	MNXM1091489	null	null	null
biggM:10mdACP	MNXM1091489	null	null	null
biggM:M_10mdACP	MNXM1091489	null	null	null
10mtd2eACP	MNXM1091490	null	null	null
biggM:10mtd2eACP	MNXM1091490	null	null	null
biggM:M_10mtd2eACP	MNXM1091490	null	null	null
10mtu2eACP	MNXM1091491	null	null	null
