bigg_id	mnx_id	smiles	formula	charge
biggM:10mtu2eACP	MNXM1091491	null	null	null
biggM:M_10mtu2eACP	MNXM1091491	null	null	null
10muACP	MNXM1091492	null	null	null
biggM:10muACP	MNXM1091492	null	null	null
biggM:M_10muACP	MNXM1091492	null	null	null
11m3hdACP	MNXM1091493	null	null	null
biggM:11m3hdACP	MNXM1091493	null	null	null
biggM:M_11m3hdACP	MNXM1091493	null	null	null
11m3odACP	MNXM1091494	null	null	null
biggM:11m3odACP	MNXM1091494	null	null	null
biggM:M_11m3odACP	MNXM1091494	null	null	null
11mdACP	MNXM1091495	null	null	null
biggM:11mdACP	MNXM1091495	null	null	null
biggM:M_11mdACP	MNXM1091495	null	null	null
11mtdeACP	MNXM1091496	null	null	null
biggM:11mtdeACP	MNXM1091496	null	null	null
biggM:M_11mtdeACP	MNXM1091496	null	null	null
123oxtACP	MNXM1091497	null	null	null
biggM:123oxtACP	MNXM1091497	null	null	null
biggM:M_123oxtACP	MNXM1091497	null	null	null
12dgr140160	MNXM1091498	null	null	null
biggM:12dgr140160	MNXM1091498	null	null	null
biggM:M_12dgr140160	MNXM1091498	null	null	null
12dgr1401619Z	MNXM1091499	null	null	null
biggM:12dgr1401619Z	MNXM1091499	null	null	null
biggM:M_12dgr1401619Z	MNXM1091499	null	null	null
12dgr140162n4	MNXM1091500	null	null	null
biggM:12dgr140162n4	MNXM1091500	null	null	null
biggM:M_12dgr140162n4	MNXM1091500	null	null	null
12dgr140163n4	MNXM1091501	null	null	null
biggM:12dgr140163n4	MNXM1091501	null	null	null
biggM:M_12dgr140163n4	MNXM1091501	null	null	null
12dgr140180	MNXM1091502	null	null	null
biggM:12dgr140180	MNXM1091502	null	null	null
biggM:M_12dgr140180	MNXM1091502	null	null	null
12dgr1401819Z	MNXM1091503	null	null	null
biggM:12dgr1401819Z	MNXM1091503	null	null	null
biggM:M_12dgr1401819Z	MNXM1091503	null	null	null
12dgr140182n6	MNXM1091504	null	null	null
biggM:12dgr140182n6	MNXM1091504	null	null	null
biggM:M_12dgr140182n6	MNXM1091504	null	null	null
12dgr140183n3	MNXM1091505	null	null	null
biggM:12dgr140183n3	MNXM1091505	null	null	null
biggM:M_12dgr140183n3	MNXM1091505	null	null	null
12dgr140183n6	MNXM1091506	null	null	null
biggM:12dgr140183n6	MNXM1091506	null	null	null
biggM:M_12dgr140183n6	MNXM1091506	null	null	null
12dgr140204n6	MNXM1091507	null	null	null
biggM:12dgr140204n6	MNXM1091507	null	null	null
biggM:M_12dgr140204n6	MNXM1091507	null	null	null
12dgr140205n3	MNXM1091508	null	null	null
biggM:12dgr140205n3	MNXM1091508	null	null	null
biggM:M_12dgr140205n3	MNXM1091508	null	null	null
12dgr140226n3	MNXM1091509	null	null	null
biggM:12dgr140226n3	MNXM1091509	null	null	null
biggM:M_12dgr140226n3	MNXM1091509	null	null	null
12dgr160140	MNXM1091510	null	null	null
biggM:12dgr160140	MNXM1091510	null	null	null
biggM:M_12dgr160140	MNXM1091510	null	null	null
12dgr1601619Z	MNXM1091511	null	null	null
biggM:12dgr1601619Z	MNXM1091511	null	null	null
biggM:M_12dgr1601619Z	MNXM1091511	null	null	null
12dgr160180	MNXM1091512	null	null	null
biggM:12dgr160180	MNXM1091512	null	null	null
biggM:M_12dgr160180	MNXM1091512	null	null	null
12dgr160182n6	MNXM1091513	null	null	null
biggM:12dgr160182n6	MNXM1091513	null	null	null
biggM:M_12dgr160182n6	MNXM1091513	null	null	null
12dgr160183n3	MNXM1091514	null	null	null
biggM:12dgr160183n3	MNXM1091514	null	null	null
biggM:M_12dgr160183n3	MNXM1091514	null	null	null
12dgr160183n6	MNXM1091515	null	null	null
biggM:12dgr160183n6	MNXM1091515	null	null	null
biggM:M_12dgr160183n6	MNXM1091515	null	null	null
12dgr160204n6	MNXM1091516	null	null	null
biggM:12dgr160204n6	MNXM1091516	null	null	null
biggM:M_12dgr160204n6	MNXM1091516	null	null	null
12dgr160205n3	MNXM1091517	null	null	null
biggM:12dgr160205n3	MNXM1091517	null	null	null
biggM:M_12dgr160205n3	MNXM1091517	null	null	null
12dgr160226n3	MNXM1091518	null	null	null
biggM:12dgr160226n3	MNXM1091518	null	null	null
biggM:M_12dgr160226n3	MNXM1091518	null	null	null
12dgr1619Z140	MNXM1091519	null	null	null
biggM:12dgr1619Z140	MNXM1091519	null	null	null
biggM:M_12dgr1619Z140	MNXM1091519	null	null	null
12dgr1619Z160	MNXM1091520	null	null	null
biggM:12dgr1619Z160	MNXM1091520	null	null	null
biggM:M_12dgr1619Z160	MNXM1091520	null	null	null
12dgr1619Z162n4	MNXM1091521	null	null	null
biggM:12dgr1619Z162n4	MNXM1091521	null	null	null
biggM:M_12dgr1619Z162n4	MNXM1091521	null	null	null
12dgr1619Z163n4	MNXM1091522	null	null	null
biggM:12dgr1619Z163n4	MNXM1091522	null	null	null
biggM:M_12dgr1619Z163n4	MNXM1091522	null	null	null
12dgr1619Z180	MNXM1091523	null	null	null
biggM:12dgr1619Z180	MNXM1091523	null	null	null
biggM:M_12dgr1619Z180	MNXM1091523	null	null	null
12dgr1619Z1819Z	MNXM1091524	null	null	null
biggM:12dgr1619Z1819Z	MNXM1091524	null	null	null
biggM:M_12dgr1619Z1819Z	MNXM1091524	null	null	null
12dgr1619Z182n6	MNXM1091525	null	null	null
biggM:12dgr1619Z182n6	MNXM1091525	null	null	null
biggM:M_12dgr1619Z182n6	MNXM1091525	null	null	null
12dgr1619Z183n3	MNXM1091526	null	null	null
biggM:12dgr1619Z183n3	MNXM1091526	null	null	null
biggM:M_12dgr1619Z183n3	MNXM1091526	null	null	null
12dgr1619Z183n6	MNXM1091527	null	null	null
biggM:12dgr1619Z183n6	MNXM1091527	null	null	null
biggM:M_12dgr1619Z183n6	MNXM1091527	null	null	null
12dgr1619Z204n6	MNXM1091528	null	null	null
biggM:12dgr1619Z204n6	MNXM1091528	null	null	null
biggM:M_12dgr1619Z204n6	MNXM1091528	null	null	null
12dgr1619Z205n3	MNXM1091529	null	null	null
biggM:12dgr1619Z205n3	MNXM1091529	null	null	null
biggM:M_12dgr1619Z205n3	MNXM1091529	null	null	null
12dgr1619Z226n3	MNXM1091530	null	null	null
biggM:12dgr1619Z226n3	MNXM1091530	null	null	null
biggM:M_12dgr1619Z226n3	MNXM1091530	null	null	null
12dgr1619Z240	MNXM1091531	null	null	null
biggM:12dgr1619Z240	MNXM1091531	null	null	null
biggM:M_12dgr1619Z240	MNXM1091531	null	null	null
12dgr180140	MNXM1091532	null	null	null
biggM:12dgr180140	MNXM1091532	null	null	null
biggM:M_12dgr180140	MNXM1091532	null	null	null
12dgr180160	MNXM1091533	null	null	null
biggM:12dgr180160	MNXM1091533	null	null	null
biggM:M_12dgr180160	MNXM1091533	null	null	null
12dgr1801619Z	MNXM1091534	null	null	null
biggM:12dgr1801619Z	MNXM1091534	null	null	null
biggM:M_12dgr1801619Z	MNXM1091534	null	null	null
12dgr180182n6	MNXM1091535	null	null	null
biggM:12dgr180182n6	MNXM1091535	null	null	null
biggM:M_12dgr180182n6	MNXM1091535	null	null	null
12dgr180183n3	MNXM1091536	null	null	null
biggM:12dgr180183n3	MNXM1091536	null	null	null
biggM:M_12dgr180183n3	MNXM1091536	null	null	null
12dgr180183n6	MNXM1091537	null	null	null
biggM:12dgr180183n6	MNXM1091537	null	null	null
biggM:M_12dgr180183n6	MNXM1091537	null	null	null
12dgr180204n6	MNXM1091538	null	null	null
biggM:12dgr180204n6	MNXM1091538	null	null	null
biggM:M_12dgr180204n6	MNXM1091538	null	null	null
12dgr180205n3	MNXM1091539	null	null	null
biggM:12dgr180205n3	MNXM1091539	null	null	null
biggM:M_12dgr180205n3	MNXM1091539	null	null	null
12dgr180226n3	MNXM1091540	null	null	null
biggM:12dgr180226n3	MNXM1091540	null	null	null
biggM:M_12dgr180226n3	MNXM1091540	null	null	null
12dgr1819Z140	MNXM1091541	null	null	null
biggM:12dgr1819Z140	MNXM1091541	null	null	null
biggM:M_12dgr1819Z140	MNXM1091541	null	null	null
12dgr1819Z162n4	MNXM1091542	null	null	null
biggM:12dgr1819Z162n4	MNXM1091542	null	null	null
biggM:M_12dgr1819Z162n4	MNXM1091542	null	null	null
12dgr1819Z163n4	MNXM1091543	null	null	null
biggM:12dgr1819Z163n4	MNXM1091543	null	null	null
biggM:M_12dgr1819Z163n4	MNXM1091543	null	null	null
12dgr1819Z180	MNXM1091544	null	null	null
biggM:12dgr1819Z180	MNXM1091544	null	null	null
biggM:M_12dgr1819Z180	MNXM1091544	null	null	null
12dgr1819Z182n6	MNXM1091545	null	null	null
biggM:12dgr1819Z182n6	MNXM1091545	null	null	null
biggM:M_12dgr1819Z182n6	MNXM1091545	null	null	null
12dgr1819Z183n3	MNXM1091546	null	null	null
biggM:12dgr1819Z183n3	MNXM1091546	null	null	null
biggM:M_12dgr1819Z183n3	MNXM1091546	null	null	null
12dgr1819Z183n6	MNXM1091547	null	null	null
biggM:12dgr1819Z183n6	MNXM1091547	null	null	null
biggM:M_12dgr1819Z183n6	MNXM1091547	null	null	null
12dgr1819Z204n6	MNXM1091548	null	null	null
biggM:12dgr1819Z204n6	MNXM1091548	null	null	null
biggM:M_12dgr1819Z204n6	MNXM1091548	null	null	null
12dgr1819Z205n3	MNXM1091549	null	null	null
biggM:12dgr1819Z205n3	MNXM1091549	null	null	null
biggM:M_12dgr1819Z205n3	MNXM1091549	null	null	null
12dgr1819Z226n3	MNXM1091550	null	null	null
biggM:12dgr1819Z226n3	MNXM1091550	null	null	null
biggM:M_12dgr1819Z226n3	MNXM1091550	null	null	null
12dgr182n6140	MNXM1091551	null	null	null
biggM:12dgr182n6140	MNXM1091551	null	null	null
biggM:M_12dgr182n6140	MNXM1091551	null	null	null
12dgr182n6160	MNXM1091552	null	null	null
biggM:12dgr182n6160	MNXM1091552	null	null	null
biggM:M_12dgr182n6160	MNXM1091552	null	null	null
12dgr182n61619Z	MNXM1091553	null	null	null
biggM:12dgr182n61619Z	MNXM1091553	null	null	null
biggM:M_12dgr182n61619Z	MNXM1091553	null	null	null
12dgr182n6180	MNXM1091554	null	null	null
biggM:12dgr182n6180	MNXM1091554	null	null	null
biggM:M_12dgr182n6180	MNXM1091554	null	null	null
12dgr182n61819Z	MNXM1091555	null	null	null
biggM:12dgr182n61819Z	MNXM1091555	null	null	null
biggM:M_12dgr182n61819Z	MNXM1091555	null	null	null
12dgr182n6183n3	MNXM1091556	null	null	null
biggM:12dgr182n6183n3	MNXM1091556	null	null	null
biggM:M_12dgr182n6183n3	MNXM1091556	null	null	null
12dgr182n6183n6	MNXM1091557	null	null	null
biggM:12dgr182n6183n6	MNXM1091557	null	null	null
biggM:M_12dgr182n6183n6	MNXM1091557	null	null	null
12dgr182n6204n6	MNXM1091558	null	null	null
biggM:12dgr182n6204n6	MNXM1091558	null	null	null
biggM:M_12dgr182n6204n6	MNXM1091558	null	null	null
12dgr182n6205n3	MNXM1091559	null	null	null
biggM:12dgr182n6205n3	MNXM1091559	null	null	null
biggM:M_12dgr182n6205n3	MNXM1091559	null	null	null
12dgr182n6226n3	MNXM1091560	null	null	null
biggM:12dgr182n6226n3	MNXM1091560	null	null	null
biggM:M_12dgr182n6226n3	MNXM1091560	null	null	null
12dgr205n3	MNXM1091561	null	null	null
biggM:12dgr205n3	MNXM1091561	null	null	null
biggM:M_12dgr205n3	MNXM1091561	null	null	null
12dgr205n3140	MNXM1091562	null	null	null
biggM:12dgr205n3140	MNXM1091562	null	null	null
biggM:M_12dgr205n3140	MNXM1091562	null	null	null
12dgr205n3160	MNXM1091563	null	null	null
biggM:12dgr205n3160	MNXM1091563	null	null	null
biggM:M_12dgr205n3160	MNXM1091563	null	null	null
12dgr205n31619Z	MNXM1091564	null	null	null
biggM:12dgr205n31619Z	MNXM1091564	null	null	null
biggM:M_12dgr205n31619Z	MNXM1091564	null	null	null
12dgr205n3162n4	MNXM1091565	null	null	null
biggM:12dgr205n3162n4	MNXM1091565	null	null	null
biggM:M_12dgr205n3162n4	MNXM1091565	null	null	null
12dgr205n3163n4	MNXM1091566	null	null	null
biggM:12dgr205n3163n4	MNXM1091566	null	null	null
biggM:M_12dgr205n3163n4	MNXM1091566	null	null	null
12dgr205n3164n1	MNXM1091567	null	null	null
biggM:12dgr205n3164n1	MNXM1091567	null	null	null
biggM:M_12dgr205n3164n1	MNXM1091567	null	null	null
12dgr205n3180	MNXM1091568	null	null	null
biggM:12dgr205n3180	MNXM1091568	null	null	null
biggM:M_12dgr205n3180	MNXM1091568	null	null	null
12dgr205n31819Z	MNXM1091569	null	null	null
biggM:12dgr205n31819Z	MNXM1091569	null	null	null
biggM:M_12dgr205n31819Z	MNXM1091569	null	null	null
12dgr205n3182n6	MNXM1091570	null	null	null
biggM:12dgr205n3182n6	MNXM1091570	null	null	null
biggM:M_12dgr205n3182n6	MNXM1091570	null	null	null
12dgr205n3183n3	MNXM1091571	null	null	null
biggM:12dgr205n3183n3	MNXM1091571	null	null	null
biggM:M_12dgr205n3183n3	MNXM1091571	null	null	null
12dgr205n3183n6	MNXM1091572	null	null	null
biggM:12dgr205n3183n6	MNXM1091572	null	null	null
biggM:M_12dgr205n3183n6	MNXM1091572	null	null	null
12dgr205n3204n6	MNXM1091573	null	null	null
biggM:12dgr205n3204n6	MNXM1091573	null	null	null
biggM:M_12dgr205n3204n6	MNXM1091573	null	null	null
12dgr205n3226n3	MNXM1091574	null	null	null
biggM:12dgr205n3226n3	MNXM1091574	null	null	null
biggM:M_12dgr205n3226n3	MNXM1091574	null	null	null
12dgr226n3	MNXM1091575	null	null	null
biggM:12dgr226n3	MNXM1091575	null	null	null
biggM:M_12dgr226n3	MNXM1091575	null	null	null
12dgr226n3140	MNXM1091576	null	null	null
biggM:12dgr226n3140	MNXM1091576	null	null	null
biggM:M_12dgr226n3140	MNXM1091576	null	null	null
12dgr226n3160	MNXM1091577	null	null	null
biggM:12dgr226n3160	MNXM1091577	null	null	null
biggM:M_12dgr226n3160	MNXM1091577	null	null	null
12dgr226n31619Z	MNXM1091578	null	null	null
biggM:12dgr226n31619Z	MNXM1091578	null	null	null
biggM:M_12dgr226n31619Z	MNXM1091578	null	null	null
12dgr226n3180	MNXM1091579	null	null	null
biggM:12dgr226n3180	MNXM1091579	null	null	null
biggM:M_12dgr226n3180	MNXM1091579	null	null	null
12dgr226n31819Z	MNXM1091580	null	null	null
biggM:12dgr226n31819Z	MNXM1091580	null	null	null
biggM:M_12dgr226n31819Z	MNXM1091580	null	null	null
12dgr226n3182n6	MNXM1091581	null	null	null
biggM:12dgr226n3182n6	MNXM1091581	null	null	null
biggM:M_12dgr226n3182n6	MNXM1091581	null	null	null
12dgr226n3183n3	MNXM1091582	null	null	null
biggM:12dgr226n3183n3	MNXM1091582	null	null	null
biggM:M_12dgr226n3183n3	MNXM1091582	null	null	null
12dgr226n3183n6	MNXM1091583	null	null	null
biggM:12dgr226n3183n6	MNXM1091583	null	null	null
biggM:M_12dgr226n3183n6	MNXM1091583	null	null	null
12dgr226n3204n6	MNXM1091584	null	null	null
biggM:12dgr226n3204n6	MNXM1091584	null	null	null
biggM:M_12dgr226n3204n6	MNXM1091584	null	null	null
12dgr226n3205n3	MNXM1091585	null	null	null
biggM:12dgr226n3205n3	MNXM1091585	null	null	null
biggM:M_12dgr226n3205n3	MNXM1091585	null	null	null
12dgr_LLA	MNXM1091586	null	null	null
biggM:12dgr_LLA	MNXM1091586	null	null	null
biggM:M_12dgr_LLA	MNXM1091586	null	null	null
12dgr_LM	MNXM1091587	null	null	null
biggM:12dgr_LM	MNXM1091587	null	null	null
biggM:M_12dgr_LM	MNXM1091587	null	null	null
12dgr_TB	MNXM1091588	null	null	null
biggM:12dgr_TB	MNXM1091588	null	null	null
biggM:M_12dgr_TB	MNXM1091588	null	null	null
12dhchol	MNXM1091589	null	null	null
biggM:12dhchol	MNXM1091589	null	null	null
biggM:M_12dhchol	MNXM1091589	null	null	null
12diisgly	MNXM1091590	null	null	null
biggM:12diisgly	MNXM1091590	null	null	null
biggM:M_12diisgly	MNXM1091590	null	null	null
12m3htdACP	MNXM1091591	null	null	null
biggM:12m3htdACP	MNXM1091591	null	null	null
biggM:M_12m3htdACP	MNXM1091591	null	null	null
12m3otACP	MNXM1091592	null	null	null
biggM:12m3otACP	MNXM1091592	null	null	null
biggM:M_12m3otACP	MNXM1091592	null	null	null
12mdhtACP	MNXM1091593	null	null	null
biggM:12mdhtACP	MNXM1091593	null	null	null
biggM:M_12mdhtACP	MNXM1091593	null	null	null
12methedec	MNXM1091594	null	null	null
biggM:12methedec	MNXM1091594	null	null	null
biggM:M_12methedec	MNXM1091594	null	null	null
12methtetdec2	MNXM1091595	null	null	null
biggM:12methtetdec2	MNXM1091595	null	null	null
biggM:M_12methtetdec2	MNXM1091595	null	null	null
12mgdg160	MNXM1091596	null	null	null
biggM:12mgdg160	MNXM1091596	null	null	null
biggM:M_12mgdg160	MNXM1091596	null	null	null
12mgdg161	MNXM1091597	null	null	null
biggM:12mgdg161	MNXM1091597	null	null	null
biggM:M_12mgdg161	MNXM1091597	null	null	null
12mgdg180	MNXM1091598	null	null	null
biggM:12mgdg180	MNXM1091598	null	null	null
biggM:M_12mgdg180	MNXM1091598	null	null	null
12mgdg181	MNXM1091599	null	null	null
biggM:12mgdg181	MNXM1091599	null	null	null
biggM:M_12mgdg181	MNXM1091599	null	null	null
12mgdg181_9	MNXM1091600	null	null	null
biggM:12mgdg181_9	MNXM1091600	null	null	null
biggM:M_12mgdg181_9	MNXM1091600	null	null	null
12mgdg182_9_12	MNXM1091601	null	null	null
biggM:12mgdg182_9_12	MNXM1091601	null	null	null
biggM:M_12mgdg182_9_12	MNXM1091601	null	null	null
12mgdg183_6_9_12	MNXM1091602	null	null	null
biggM:12mgdg183_6_9_12	MNXM1091602	null	null	null
biggM:M_12mgdg183_6_9_12	MNXM1091602	null	null	null
12mgdg183_9_12_15	MNXM1091603	null	null	null
biggM:12mgdg183_9_12_15	MNXM1091603	null	null	null
biggM:M_12mgdg183_9_12_15	MNXM1091603	null	null	null
12mgdg184_6_9_12_15	MNXM1091604	null	null	null
biggM:12mgdg184_6_9_12_15	MNXM1091604	null	null	null
biggM:M_12mgdg184_6_9_12_15	MNXM1091604	null	null	null
12mtACP	MNXM1091605	null	null	null
biggM:12mtACP	MNXM1091605	null	null	null
biggM:M_12mtACP	MNXM1091605	null	null	null
12mtt2eACP	MNXM1091606	null	null	null
biggM:12mtt2eACP	MNXM1091606	null	null	null
biggM:M_12mtt2eACP	MNXM1091606	null	null	null
12napdol	MNXM1091607	null	null	null
biggM:12napdol	MNXM1091607	null	null	null
biggM:M_12napdol	MNXM1091607	null	null	null
13glucan	MNXM1091608	null	null	null
biggM:13glucan	MNXM1091608	null	null	null
biggM:M_13glucan	MNXM1091608	null	null	null
13m3htdACP	MNXM1091609	null	null	null
biggM:13m3htdACP	MNXM1091609	null	null	null
biggM:M_13m3htdACP	MNXM1091609	null	null	null
13m3otdACP	MNXM1091610	null	null	null
biggM:13m3otdACP	MNXM1091610	null	null	null
biggM:M_13m3otdACP	MNXM1091610	null	null	null
13mtdACP	MNXM1091611	null	null	null
biggM:13mtdACP	MNXM1091611	null	null	null
biggM:M_13mtdACP	MNXM1091611	null	null	null
13mttd2eACP	MNXM1091612	null	null	null
biggM:13mttd2eACP	MNXM1091612	null	null	null
biggM:M_13mttd2eACP	MNXM1091612	null	null	null
14denlipidA	MNXM1091613	null	null	null
biggM:14denlipidA	MNXM1091613	null	null	null
biggM:M_14denlipidA	MNXM1091613	null	null	null
14denlipidA_LptA	MNXM1091614	null	null	null
biggM:14denlipidA_LptA	MNXM1091614	null	null	null
biggM:M_14denlipidA_LptA	MNXM1091614	null	null	null
14dh2napcoa	MNXM1091615	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=C(O)C2=C(C=CC=C2)C(O)=C1	C32H38N7O19P3S	-4.0
14dhncoa	MNXM1091615	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=C(O)C2=C(C=CC=C2)C(O)=C1	C32H38N7O19P3S	-4.0
dhncoa	MNXM1091615	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=C(O)C2=C(C=CC=C2)C(O)=C1	C32H38N7O19P3S	-4.0
biggM:14dh2napcoa	MNXM1091615	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=C(O)C2=C(C=CC=C2)C(O)=C1	C32H38N7O19P3S	-4.0
biggM:14dhncoa	MNXM1091615	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=C(O)C2=C(C=CC=C2)C(O)=C1	C32H38N7O19P3S	-4.0
biggM:M_14dh2napcoa	MNXM1091615	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=C(O)C2=C(C=CC=C2)C(O)=C1	C32H38N7O19P3S	-4.0
biggM:M_14dhncoa	MNXM1091615	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=C(O)C2=C(C=CC=C2)C(O)=C1	C32H38N7O19P3S	-4.0
biggM:M_dhncoa	MNXM1091615	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=C(O)C2=C(C=CC=C2)C(O)=C1	C32H38N7O19P3S	-4.0
biggM:dhncoa	MNXM1091615	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=C(O)C2=C(C=CC=C2)C(O)=C1	C32H38N7O19P3S	-4.0
14m3hdACP	MNXM1091616	null	null	null
biggM:14m3hdACP	MNXM1091616	null	null	null
biggM:M_14m3hdACP	MNXM1091616	null	null	null
14m3hpACP	MNXM1091617	null	null	null
biggM:14m3hpACP	MNXM1091617	null	null	null
biggM:M_14m3hpACP	MNXM1091617	null	null	null
14m3ohdACP	MNXM1091618	null	null	null
biggM:14m3ohdACP	MNXM1091618	null	null	null
biggM:M_14m3ohdACP	MNXM1091618	null	null	null
14m3opACP	MNXM1091619	null	null	null
biggM:14m3opACP	MNXM1091619	null	null	null
biggM:M_14m3opACP	MNXM1091619	null	null	null
14mhdACP	MNXM1091620	null	null	null
biggM:14mhdACP	MNXM1091620	null	null	null
biggM:M_14mhdACP	MNXM1091620	null	null	null
14mpACP	MNXM1091621	null	null	null
biggM:14mpACP	MNXM1091621	null	null	null
biggM:M_14mpACP	MNXM1091621	null	null	null
14mthdeACP	MNXM1091622	null	null	null
biggM:14mthdeACP	MNXM1091622	null	null	null
biggM:M_14mthdeACP	MNXM1091622	null	null	null
14mtp2eACP	MNXM1091623	null	null	null
biggM:14mtp2eACP	MNXM1091623	null	null	null
biggM:M_14mtp2eACP	MNXM1091623	null	null	null
15gl	MNXM1091624	null	null	null
biggM:15gl	MNXM1091624	null	null	null
biggM:M_15gl	MNXM1091624	null	null	null
15m3hdACP	MNXM1091625	null	null	null
biggM:15m3hdACP	MNXM1091625	null	null	null
biggM:M_15m3hdACP	MNXM1091625	null	null	null
15m3ohdACP	MNXM1091626	null	null	null
biggM:15m3ohdACP	MNXM1091626	null	null	null
biggM:M_15m3ohdACP	MNXM1091626	null	null	null
15methexeACP	MNXM1091627	null	null	null
biggM:15methexeACP	MNXM1091627	null	null	null
biggM:M_15methexeACP	MNXM1091627	null	null	null
15mhdACP	MNXM1091628	null	null	null
biggM:15mhdACP	MNXM1091628	null	null	null
biggM:M_15mhdACP	MNXM1091628	null	null	null
16m3hdACP	MNXM1091629	null	null	null
biggM:16m3hdACP	MNXM1091629	null	null	null
biggM:M_16m3hdACP	MNXM1091629	null	null	null
16m3hpACP	MNXM1091630	null	null	null
biggM:16m3hpACP	MNXM1091630	null	null	null
biggM:M_16m3hpACP	MNXM1091630	null	null	null
16m3ohdACP	MNXM1091631	null	null	null
biggM:16m3ohdACP	MNXM1091631	null	null	null
biggM:M_16m3ohdACP	MNXM1091631	null	null	null
16m3opACP	MNXM1091632	null	null	null
biggM:16m3opACP	MNXM1091632	null	null	null
biggM:M_16m3opACP	MNXM1091632	null	null	null
16mhdACP	MNXM1091633	null	null	null
biggM:16mhdACP	MNXM1091633	null	null	null
biggM:M_16mhdACP	MNXM1091633	null	null	null
16mpACP	MNXM1091634	null	null	null
biggM:16mpACP	MNXM1091634	null	null	null
biggM:M_16mpACP	MNXM1091634	null	null	null
16mthdeACP	MNXM1091635	null	null	null
biggM:16mthdeACP	MNXM1091635	null	null	null
biggM:M_16mthdeACP	MNXM1091635	null	null	null
16mtp2eACP	MNXM1091636	null	null	null
biggM:16mtp2eACP	MNXM1091636	null	null	null
biggM:M_16mtp2eACP	MNXM1091636	null	null	null
17m3hdACP	MNXM1091637	null	null	null
biggM:17m3hdACP	MNXM1091637	null	null	null
biggM:M_17m3hdACP	MNXM1091637	null	null	null
17m3ohdACP	MNXM1091638	null	null	null
biggM:17m3ohdACP	MNXM1091638	null	null	null
biggM:M_17m3ohdACP	MNXM1091638	null	null	null
17mhdACP	MNXM1091639	null	null	null
biggM:17mhdACP	MNXM1091639	null	null	null
biggM:M_17mhdACP	MNXM1091639	null	null	null
17mthdeACP	MNXM1091640	null	null	null
biggM:17mthdeACP	MNXM1091640	null	null	null
biggM:M_17mthdeACP	MNXM1091640	null	null	null
1ag160	MNXM1091641	null	null	null
biggM:1ag160	MNXM1091641	null	null	null
biggM:M_1ag160	MNXM1091641	null	null	null
1ag180	MNXM1091642	null	null	null
biggM:1ag180	MNXM1091642	null	null	null
biggM:M_1ag180	MNXM1091642	null	null	null
1ag181d9	MNXM1091643	null	null	null
biggM:1ag181d9	MNXM1091643	null	null	null
biggM:M_1ag181d9	MNXM1091643	null	null	null
1ag182d9d12	MNXM1091644	null	null	null
biggM:1ag182d9d12	MNXM1091644	null	null	null
biggM:M_1ag182d9d12	MNXM1091644	null	null	null
1ag3p	MNXM1091645	null	null	null
biggM:1ag3p	MNXM1091645	null	null	null
biggM:M_1ag3p	MNXM1091645	null	null	null
1ag3p_LM	MNXM1091646	null	null	null
biggM:1ag3p_LM	MNXM1091646	null	null	null
biggM:M_1ag3p_LM	MNXM1091646	null	null	null
1agly3p_LM	MNXM1091647	null	null	null
biggM:1agly3p_LM	MNXM1091647	null	null	null
biggM:M_1agly3p_LM	MNXM1091647	null	null	null
