bigg_id	name	reaction_string	model_list	database_links	old_bigg_ids
NAPRT	NAPRTase (rev)	h_c + nac_c + prpp_c <-> nicrnt_c + ppi_c	iND750; iNF517; iMM904; iAF692; iNJ661; iHN637; iSB619; iYO844	EC Number: http://identifiers.org/ec-code/2.4.2.11; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101910; RHEA: http://identifiers.org/rhea/13396; Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-XTR-197186	NAPRT; NAPRTr; NCTPPRT
NDP4	Nucleoside diphosphatase  dGDP 	dgdp_c + h2o_c <-> dgmp_c + h_c + pi_c	iND750; iMM904	BioCyc: http://identifiers.org/biocyc/META:RXN-14218; EC Number: http://identifiers.org/ec-code/3.6.1.6; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101929	NDP4
NFTYROX	N formyltyrosine oxidase	2.0 Nfortyr_c + h_c + nadph_c <-> Nbfortyr_c + nadp_c	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101947	NFTYROX
NNATm	Nicotinate nucleotide adenylyltransferase  mitochondrial	atp_m + h_m + nicrnt_m <-> dnad_m + ppi_m	iCHOv1; iMM904; RECON1; iND750; iMM1415	Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-XTR-200512; RHEA: http://identifiers.org/rhea/22863; EC Number: http://identifiers.org/ec-code/2.7.7.1; BioCyc: http://identifiers.org/biocyc/META:NICONUCADENYLYLTRAN-RXN; KEGG Reaction: http://identifiers.org/kegg.reaction/R03005; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101978	NNATm; NNATrm
NTP4	Nucleoside triphosphatase  dGTP 	dgtp_c + h2o_c <-> dgdp_c + h_c + pi_c	iND750; iAF692; iMM904	EC Number: http://identifiers.org/ec-code/3.6.1.15; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102044; BioCyc: http://identifiers.org/biocyc/META:RXN-14217	NTP4
O2t	O2 transport  diffusion 	o2_e <-> o2_c	iAT_PLT_636; iND750; iAB_RBC_283; iIT341; iCHOv1; iNJ661; iNF517; iMM904; iYO844; iSB619; RECON1; e_coli_core; iLB1027_lipid; iJR904; iRC1080; iMM1415	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102090; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-474	O2t; O2t5i; O2t_e
OAAt	Oxaloacetate transport	oaa_c <-> oaa_e	iMM904	BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-226; EC Number: http://identifiers.org/ec-code/5.3.2.2; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102100	OAAt
OCDCEAt	Octadecenoate  n C181  transport in via uniport	ocdcea_e <-> ocdcea_c	iMM904; iAB_RBC_283; iND750; iCHOv1; iMM1415; iAT_PLT_636; RECON1	RHEA: http://identifiers.org/rhea/33658; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99110	OCDCEAt; OCDCEAtr
OHACT3	Alcohol Acetyltransferase  2 methylbutanol 	2mbtoh_c + accoa_c <-> 2mbac_c + coa_c	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102165	OHACT3
ORNTA	Ornithine transaminase	akg_c + orn_c <-> glu__L_c + glu5sa_c	iJR904; iIT341; iJN678; iNJ661; iLJ478; iMM904; iJB785; iSB619; iND750	Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-DME-70654; EC Number: http://identifiers.org/ec-code/2.6.1.13; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102220; RHEA: http://identifiers.org/rhea/25163; BioCyc: http://identifiers.org/biocyc/META:ORNITHINE-GLU-AMINOTRANSFERASE-RXN; KEGG Reaction: http://identifiers.org/kegg.reaction/R00667	ORNTA
PDE5	3  5  cyclic nucleotide phosphodiesterase	35ccmp_c + h2o_c <-> cmp_c + h_c	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102424	PDE5
PEtm_SC	Phosphatidylethanolamine mitochondrial transport  yeast specific	pe_SC_c <-> pe_SC_m	iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102506	PEtm_SC
PGPPAm_SC	Phosphatidylglycerol phosphate phosphatase A  yeast specific  mitochondrial	h2o_m + 0.01 pgp_SC_m <-> 0.01 pg_SC_m + pi_m	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102576	PGPPAm_SC
PI35BP5P_SC	1 phosphatidylinositol 3 5 bisphosphate 5 phosphatase  yeast specific	h2o_c + 0.01 ptd135bp_SC_c <-> pi_c + 0.01 ptd3ino_SC_c	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102701	PI35BP5P_SC
PIN3K_SC	1 phosphatidylinositol 3 kinase  yeast specific	atp_c + 0.01 ptd1ino_SC_c <-> adp_c + h_c + 0.01 ptd3ino_SC_c	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102847	PIN3K_SC
PIN4Kn_SC	Phosphatidylinositol 4 kinase  nuclear  yeast specifc	atp_n + 0.01 ptd1ino_SC_n <-> adp_n + h_n + 0.01 ptd4ino_SC_n	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102848	PIN4Kn_SC
PMEVK	Phosphomevalonate kinase	5pmev_c + atp_c <-> 5dpmev_c + adp_c	iAF692; iND750; iCHOv1; iMM904; iLB1027_lipid; iSB619; iNF517	BioCyc: http://identifiers.org/biocyc/META:PHOSPHOMEVALONATE-KINASE-RXN; EC Number: http://identifiers.org/ec-code/2.7.4.2; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103043; RHEA: http://identifiers.org/rhea/16341; KEGG Reaction: http://identifiers.org/kegg.reaction/R03245	PMEVK; PMEVK_c; PMEVKc
POLYAO2	Poylamine oxidase	N1sprm_c + h2o_c + o2_c <-> N1aspmd_c + aproa_c + h2o2_c	iND750; iMM904	RHEA: http://identifiers.org/rhea/16135; EC Number: http://identifiers.org/ec-code/1.5.3.16; BioCyc: http://identifiers.org/biocyc/META:POLYAMINE-OXIDASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103058	POLYAO2
PPND2	Prephenate dehydrogenase  NADP 	nadp_c + pphn_c <-> 34hpp_c + co2_c + nadph_c	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103122; BioCyc: http://identifiers.org/biocyc/META:PREPHENATE-DEHYDROGENASE-NADP+-RXN; RHEA: http://identifiers.org/rhea/21640; EC Number: http://identifiers.org/ec-code/1.3.1.13; KEGG Reaction: http://identifiers.org/kegg.reaction/R01730	PPND2
PRO1xm	Proline oxidase  NAD   mitochondrial	nad_m + pro__L_m <-> 1pyr5c_m + 2.0 h_m + nadh_m	iMM1415; iND750; iCHOv1; iMM904; RECON1	Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-OSA-6783939; RHEA: http://identifiers.org/rhea/14105; EC Number: http://identifiers.org/ec-code/1.5.1.2; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102303; KEGG Reaction: http://identifiers.org/kegg.reaction/R01248	PRO1xm
PROt2r	L proline reversible transport via proton symport	h_e + pro__L_e <-> h_c + pro__L_c	iIT341; iYO844; iNJ661; RECON1; iND750; iMM1415; iMM904; iCHOv1; iJR904; iAF692	BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-29; RHEA: http://identifiers.org/rhea/28963; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103211	PROt2; PROt2r
PSERDg_SC	Phosphatidylserine decarboxylase  yeast specific  Golgi	h_g + 0.01 ps_SC_g <-> co2_g + 0.01 pe_SC_g	iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103242	PSERDg_SC
PSERDm_SC	Phosphatidylserine decarboxylase  yeast specific  mitochondrial	h_m + 0.01 ps_SC_m <-> co2_m + 0.01 pe_SC_m	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103242	PSERDm_SC
PSERS_SC	Phosphatidylserine synthase  yeast specific	0.01 cdpdag_SC_c + ser__L_c <-> cmp_c + h_c + 0.01 ps_SC_c	iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103243	PSERS_SC
PSPH1Pter	Phytosphinganine 1 phosphate endoplasmic reticular transport	psph1p_c <-> psph1p_r	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103261	PSPH1Pter
PSPHPL	Phytosphingosine phosphate lyase	psph1p_c <-> 2hhxdal_c + ethamp_c	iND750; iMM904	BioCyc: http://identifiers.org/biocyc/META:RXN-13729; EC Number: http://identifiers.org/ec-code/4.1.2.27; RHEA: http://identifiers.org/rhea/33511; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103262	PSPHPL
PStv_SC	Phosphatidylserine vacuolar transport  yeast specific	ps_SC_c <-> ps_SC_v	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103318	PStv_SC
PTE12x	Peroxisomal acyl CoA thioesterase	h2o_x + ttccoa_x <-> coa_x + h_x + ttc_x	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103326	PTE12x
PTE8x	Peroxisomal acyl CoA thioesterase	h2o_x + stcoa_x <-> coa_x + h_x + ocdca_x	iCHOv1; iMM904	BioCyc: http://identifiers.org/biocyc/META:RXN-9624; RHEA: http://identifiers.org/rhea/30140; KEGG Reaction: http://identifiers.org/kegg.reaction/R08174; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99133; EC Number: http://identifiers.org/ec-code/3.1.2.2	PTE8x; RE0344X
PTRCt3i	Putrescine transport in via proton antiport  irreversible	h_c + ptrc_e <-> ptrc_c + h_e	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103341	PTRCt3i
PTRCtex2	Putrescine excretion  cytosol to extracellular 	ptrc_c <-> ptrc_e	iAB_RBC_283; iMM904; iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103339	PTCRTD; PTRCt; PTRCtex2
PYRt2	Pyruvate transport in via proton symport	h_e + pyr_e <-> h_c + pyr_c	e_coli_core; iIT341; iJR904; iNJ661; iAB_RBC_283; iMM904; iAT_PLT_636; iND750; iMM1415; RECON1; iNF517; iCHOv1; iYO844; iHN637; iAF692	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103385; Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-HSA-372342	PYRt2; PYRt2r
PYRt2m	Pyruvate mitochondrial transport via proton symport	h_c + pyr_c <-> h_m + pyr_m	iND750; iLB1027_lipid; iMM904; iAT_PLT_636; iCHOv1; RECON1; iMM1415	Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-RNO-372347; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103385	MPCt_m; PYRt2m
RIBt2	Ribose transport in via proton symporter	h_e + rib__D_e <-> h_c + rib__D_c	iCHOv1; iND750; iNF517; iMM904; iMM1415; RECON1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104037	RIBt2
RNTR1	Ribonucleoside triphosphate reductase  ATP 	atp_c + trdrd_c <-> datp_c + h2o_c + trdox_c	iJR904; iMM904; iHN637; iND750; iAF692; iSB619; iRC1080; iNF517; iLJ478	KEGG Reaction: http://identifiers.org/kegg.reaction/R02014; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104070; EC Number: http://identifiers.org/ec-code/1.17.4.2	RNTR; RNTR1
RNTR2	Ribonucleoside triphosphate reductase  GTP 	gtp_c + trdrd_c <-> dgtp_c + h2o_c + trdox_c	iMM904; iAF692; iSB619; iNF517; iND750; iHN637; iJR904; iLJ478; iRC1080	EC Number: http://identifiers.org/ec-code/1.17.4.2; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104073; KEGG Reaction: http://identifiers.org/kegg.reaction/R02020	DGTTO; RNTR2
RNTR3	Ribonucleoside triphosphate reductase  CTP 	ctp_c + trdrd_c <-> dctp_c + h2o_c + trdox_c	iMM904; iLJ478; iND750; iAF692; iSB619; iRC1080; iJR904; iNF517; iHN637	EC Number: http://identifiers.org/ec-code/1.17.4.2; KEGG Reaction: http://identifiers.org/kegg.reaction/R02022; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104076	DCTT; RNTR3
SACCD2	Saccharopine dehydrogenase  NAD  L lysine forming 	h2o_c + nad_c + saccrp__L_c <-> akg_c + h_c + lys__L_c + nadh_c	iMM904; iND750	RHEA: http://identifiers.org/rhea/12441; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104237; BioCyc: http://identifiers.org/biocyc/META:1.5.1.7-RXN; EC Number: http://identifiers.org/ec-code/1.5.1.7; KEGG Reaction: http://identifiers.org/kegg.reaction/R00715	SACCD2
SBPP2er	Sphingoid base phosphate phosphatase  phytosphingosine 1 phosphate   endoplasmic reticulum	h2o_r + psph1p_r <-> pi_r + psphings_r	iMM904	RHEA: http://identifiers.org/rhea/33070; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104281; BioCyc: http://identifiers.org/biocyc/META:RXN3O-504; EC Number: http://identifiers.org/ec-code/3.1.3	SBPP2er
SBTD_L	L sorbitol dehydrogenase  L sorbose producing 	nad_c + sbt__L_c <-> h_c + nadh_c + srb__L_c	iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104284; EC Number: http://identifiers.org/ec-code/1.1.1.14	SBTD_L
SLFAT	Sulfate adenylyltransferase  ADP 	adp_c + h_c + so4_c <-> aps_c + pi_c	iND750; iMM904	RHEA: http://identifiers.org/rhea/16532; BioCyc: http://identifiers.org/biocyc/META:SULFATE-ADENYLYLTRANSFERASE-ADP-RXN; KEGG Reaction: http://identifiers.org/kegg.reaction/R00530; EC Number: http://identifiers.org/ec-code/2.7.7.5; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104444	SLFAT
SO3ti	Sulfite transport  efflux  cytosol to extracellular 	so3_c <-> so3_e	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104460	SO3ti
SPHPL	Sphinganine phosphate lyase	sph1p_c <-> ethamp_c + hxdcal_c	iMM904; iCHOv1; iND750; iRC1080; iLB1027_lipid	EC Number: http://identifiers.org/ec-code/4.1.2.27; Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-XTR-428681; RHEA: http://identifiers.org/rhea/18593; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104365; BioCyc: http://identifiers.org/biocyc/META:SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN; KEGG Reaction: http://identifiers.org/kegg.reaction/R02464	SGPL11; SPHAPPL_c; SPHPL; r0537
SQLEr	Squalene epoxidase  endoplasmic reticular  NADP 	h_r + nadph_r + o2_r + sql_r <-> Ssq23epx_r + h2o_r + nadp_r	iMM1415; iMM904; RECON1; iND750; iCHOv1	Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-XTR-191299; EC Number: http://identifiers.org/ec-code/1.14.14.17; KEGG Reaction: http://identifiers.org/kegg.reaction/R02874; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104447	SQLEr
SQLS	Squalene synthase	2.0 frdp_c + h_c + nadph_c <-> nadp_c + 2.0 ppi_c + sql_c	iJN678; iND750; iMM904; iSB619	KEGG Reaction: http://identifiers.org/kegg.reaction/R06223; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104529; EC Number: http://identifiers.org/ec-code/2.5.1.21; RHEA: http://identifiers.org/rhea/32296	SQLS
SQLter	Squalene endoplamic reticular transport	sql_c <-> sql_r	iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104530	SQLter
SRB_Lt	L sorbose reversible transport	srb__L_e <-> srb__L_c	iYO844; iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104533	SRB_Lt
SUCFUMtm	Succinate fumarate transport  mitochondrial	succ_c + fum_m <-> fum_c + succ_m	iRC1080; iND750; iLB1027_lipid; iMM904; iCHOv1	RHEA: http://identifiers.org/rhea/29323; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-106; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104633	SUCFUMt_m; SUCFUMtm; SUCFUMtmr; r0821
SUCOASm	Succinate  CoA ligase  ADP forming 	atp_m + coa_m + succ_m <-> adp_m + pi_m + succoa_m	iMM904; iMM1415; iND750; iAT_PLT_636; iCHOv1; RECON1; iLB1027_lipid	BioCyc: http://identifiers.org/biocyc/META:SUCCCOASYN-RXN; RHEA: http://identifiers.org/rhea/17663; Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-XTR-70997; EC Number: http://identifiers.org/ec-code/6.2.1.5; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104635; KEGG Reaction: http://identifiers.org/kegg.reaction/R00405	SCS_m; SUCOASm
TCHOLAabcv	Taurcholate via ABC system  vacuolar 	tchola_c + atp_v + h2o_v <-> adp_v + h_v + pi_v + tchola_v	iMM904	RHEA: http://identifiers.org/rhea/50055#2; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104741	TCHOLAabcv
THFGLUS	TetrahydrofolateL glutamate gamma ligase  ADP forming 	atp_c + glu__L_c + thf_c <-> adp_c + h_c + pi_c + thfglu_c	iHN637; iNJ661; iJN678; iMM904; iNF517; iND750; iSB619	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104808; EC Number: http://identifiers.org/ec-code/6.3.2.17	THFGLUS
THIORDXp	Hydrogen peroxide reductase  thioredoxin   peroxisomal	h2o2_x + trdrd_x <-> 2.0 h2o_x + trdox_x	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104815; BioCyc: http://identifiers.org/biocyc/META:RXN0-267; EC Number: http://identifiers.org/ec-code/1.11.1.16	THIORDXp
THMPPt2m	Thiamine diphosphate transport  mitochondria	thmpp_c <-> thmpp_m	iMM904; iLB1027_lipid	Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-MMU-8875838; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104824	THMPPt2m; THMPPt_m
THMt2	Thiamine transport in via proton symport	h_e + thm_e <-> h_c + thm_c	iHN637; iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104828	THMt2
THRTRSm	Threonyl tRNA synthetase  mitochondrial	atp_m + thr__L_m + trnathr_m <-> amp_m + ppi_m + thrtrna_m	iRC1080; iMM904; iLB1027_lipid; iND750	KEGG Reaction: http://identifiers.org/kegg.reaction/R03663; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104848; EC Number: http://identifiers.org/ec-code/6.1.1.3; Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-HSA-380201	THRTL_m; THRTLm; THRTRSm
THZPSN1_SC	Thiazole phosphate synthesis  xylulose 5 phosphate   yeast specific	achms_c + cys__L_c + gly_c + h_c + xu5p__D_c <-> 4abut_c + 4mpetz_c + ac_c + co2_c + 3.0 h2o_c + nh4_c + pyr_c	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104859	THZPSN1_SC
TMDPK	Thiamine diphosphokinase	atp_c + thm_c <-> amp_c + h_c + thmpp_c	iLB1027_lipid; iMM904; iMM1415; iND750; RECON1; iNF517; iAB_RBC_283; iCHOv1	EC Number: http://identifiers.org/ec-code/2.7.6.2; RHEA: http://identifiers.org/rhea/11576; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104886; BioCyc: http://identifiers.org/biocyc/META:THIAMIN-PYROPHOSPHOKINASE-RXN; Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-TGU-196761; KEGG Reaction: http://identifiers.org/kegg.reaction/R00619	TMDPK; TMPK_c
TMDPPK	Thiamine diphosphate kinase	atp_c + thmpp_c <-> adp_c + thmtp_c	iND750; iMM1415; iMM904; RECON1; iLB1027_lipid; iCHOv1; iAB_RBC_283	RHEA: http://identifiers.org/rhea/11240; Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-HSA-997381; KEGG Reaction: http://identifiers.org/kegg.reaction/R00616; EC Number: http://identifiers.org/ec-code/2.7.4.15; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104888; BioCyc: http://identifiers.org/biocyc/META:THIAMIN-DIPHOSPHATE-KINASE-RXN	TMDPPK; TMPPK_c
TRDOXtp	Oxidized thioredoxin peroxisomal transport via diffusion	trdox_c <-> trdox_x	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104921	TRDOXtp
TRDRDtp	Reduced thioredoxin peroxisomal transport via diffusion	trdrd_c <-> trdrd_x	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104924	TRDRDtp
TTCCOAtx	Fatty acid intracellular transport	ttccoa_c <-> ttccoa_x	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104969	TTCCOAtx
TTDCAtr	Fatty acid transport	ttdca_e <-> ttdca_c	iMM1415; iMM904; RECON1; iND750; iMM1415; iCHOv1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99092	TTDCAt; TTDCAtr
TYRTRSm	Tyrosyl tRNA synthetase  mitochondrial	atp_m + trnatyr_m + tyr__L_m <-> amp_m + ppi_m + tyrtrna_m	iLB1027_lipid; iMM904; iND750	Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-HSA-379980; EC Number: http://identifiers.org/ec-code/6.1.1.1; KEGG Reaction: http://identifiers.org/kegg.reaction/R02918; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105001	TYRTL_m; TYRTRSm
TYRt2r	L tyrosine reversible transport via proton symport	h_e + tyr__L_e <-> h_c + tyr__L_c	iNF517; iND750; iYO844; iIT341; iJR904; iNJ661; iMM904; iSB619	RHEA: http://identifiers.org/rhea/28878; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105003; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-77	TYRt2r; TYRt6
TYRt7	L tyrosine transport out via proton symport  vacuolar	h_v + tyr__L_v <-> h_c + tyr__L_c	iMM904	BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-77; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105003; RHEA: http://identifiers.org/rhea/28876	TYRt7
UMPtn	UMP nuclear transport	ump_c <-> ump_n	iND750; iMM904	RHEA: http://identifiers.org/rhea/27929; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105127	UMPtn
URAt2	Uracil transport in via proton symport	h_e + ura_e <-> h_c + ura_c	iJR904; iIT341; iJR904; iND750; iYO844; iMM904; iHN637; iSB619; iNF517	RHEA: http://identifiers.org/rhea/29242; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-132; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105148	URAt2; URAt2r; URAt6
UREA2t2	Urea reversible transport via proton symport  2 H 	2.0 h_e + urea_e <-> 2.0 h_c + urea_c	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105154	UREA2t2
VALTRSm	Valyl tRNA synthetase  mitochondrial	atp_m + trnaval_m + val__L_m <-> amp_m + ppi_m + valtrna_m	iMM904; iND750	EC Number: http://identifiers.org/ec-code/6.1.1.9; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105186; KEGG Reaction: http://identifiers.org/kegg.reaction/R03665; Reactome: http://www.reactome.org/content/detail/R-ALL-REACT_R-HSA-380042	VALTRSm
ZYMSTESTH_SC	Zymosterol ester hydrolase  yeast specific	h2o_c + 0.01 zymstest_SC_c <-> h_c + 0.02 hdca_c + 0.655 hdcea_c + 0.01 hexc_c + 0.03 ocdca_c + 0.27 ocdcea_c + 0.015 ttdca_c + 0.01 zymst_c	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105283	ZYMSTESTH_SC
ZYMSTt	Zymosterol reversible transport	zymst_e <-> zymst_c	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105285	ZYMSTt
4M2OPLOXRD	4-Methyl-2-oxopentanoate:lipoamide oxidoreductase(decarboxylating and acceptor-2-methylpropanoylating)	4mop_c + h_c + lpam_c <-> 3mbdhl_c + co2_c	iSB619	EC Number: http://identifiers.org/ec-code/1.2.4.4; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95029	4M2OPLOXRD
ACGApts	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS	acgam_e + pep_c <-> acgam6p_c + pyr_c	iYO844; iSB619; iNF517; iJR904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95253	ACGApts
ACLDC	Acetolactate decarboxylase	alac__S_c + h_c <-> actn__R_c + co2_c	iHN637; iYL1228; iYO844; iSB619; iNF517; iAF692	RHEA: http://identifiers.org/rhea/21582; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95270; BioCyc: http://identifiers.org/biocyc/META:ACETOLACTATE-DECARBOXYLASE-RXN; KEGG Reaction: http://identifiers.org/kegg.reaction/R02948; EC Number: http://identifiers.org/ec-code/4.1.1.5	ACLDC
ACOAD1	Acyl-CoA dehydrogenase (butanoyl-CoA)	b2coa_c + h_c + nadh_c <-> btcoa_c + nad_c	iSB619; iRC1080; iYO844	EC Number: http://identifiers.org/ec-code/1.3.1.44; BioCyc: http://identifiers.org/biocyc/META:RXN-12558; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95305; KEGG Reaction: http://identifiers.org/kegg.reaction/R01171	ACOAD1; BCOR
ACOAD5	Acyl-CoA dehydrogenase (dodecanoyl-CoA)	ddcacoa_c + nad_c <-> dd2coa_c + h_c + nadh_c	iSbBS512_1146; iECS88_1305; iUMN146_1321; iECIAI39_1322; iECOK1_1307; iECP_1309; iSB619; iAPECO1_1312	RHEA: http://identifiers.org/rhea/45409; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95313	ACOAD5
ACOAD6	Acyl-CoA dehydrogenase (tetradecanoyl-CoA)	nad_c + tdcoa_c <-> h_c + nadh_c + td2coa_c	iUMN146_1321; iAPECO1_1312; iSbBS512_1146; iECOK1_1307; iYO844; iECS88_1305; iECIAI39_1322; iECP_1309; iSB619	EC Number: http://identifiers.org/ec-code/1.3.99.3; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95315	ACOAD6
